tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
say heard quotpop apple storequot pictured something along line inflatable bouncy castle sxsw,,1
marissa mayer mention google connect digital amp physical world mobile link sxsw via mention,,1
marissa mayer mention future ar quotcontextual discoveryquot imagelocationpersonalized contextrecommendations sxsw,,1
marissa mayer sxsw google quotmaking smart phone smarterquot amp life efficient knowing sched gt suggest flight map weather amp,google,2
marissa mayer sxsw user google map mobile st time ever app born web use mobile app,,1
marissa mayer sxsw million people use google map mobile device thats since aug link,,1
marissa mayer demonstrating google art project take museum tour without leaving home art mass sxsw,,1
marissa mayer mention quotmobile cursorquot sxsw demo next gen google map really impressive btw,google product service,2
marissa mayer google speaking sxsw mobile phone usage google map surpassed online use past couple month,google product service,2
melissa mayer google say credit card company predict divorce accuracy based spending pattern alone sxsw guardian,,1
merissa mayer google study mailorder purchase led accuracy predicting divorce two year advance sxsw,,1
marissa mayer rechristening augmented reality quotcontextual discovery sxsw sxswi google tcsdw,,1
marissa mayer talk future google map discusses hotpot answer locationbased rating recommendation sxsw kek,google product service,2
marissa mayertaking phone location data ski hill laying elapsed movement skiiers onto google map sxsw,,1
marissa mayer google say google map usage local google map user day sxsw,,1
marissa mayer vp consumer product google great job sxsw audience ton respect google w location,google,2
marissa mayer vp search google live sxsw moment link,,1
marissa mayer quotour focus location based servicesquot demoed hotpot google map vector map augmented reality sxsw webvisions,google,2
marissa mayer google wil connect digital amp physical world mobile link sxsw,google,2
marissa mayer google connect digital amp physical world mobile link sxsw,,1
marissa mayer google connect digital amp physical world mobile link sxsw sxswi,,1
marissa mayer google map usage mobile million mobile user link google sxsw tc,,1
marissa mayer google map usage mobile million mobileusers link via mention sxsw goog,,1
marissa mayer google map usage mobile surprised isnt way north sxsw link,,1
marissa mayer google map better customer service quicker response sxsw fh,google product service,0
marissa mayer google connect digital amp physical world mobile link sxsw,,1
marissa mayer google connect digital amp physical world mobile link sxsw,,1
marissa mayer google connect digital amp physical world mobile link sxsw,,1
marissa mayer google connect digital amp physical world mobile link sxsw via mention,,1
marissa mayer google connect digital amp physical world mobile link sxsw link,,1
marissa mayer google connect digital amp physical world mobile onmashtofhdcfn sxsw,,1
marissa mayer google connect digital amp physical world mobile link mobile sxsw,,1
marissa mayer google connect digital amp physical world mobile link google sxsw mobile hotpot,google,2
marissa mayer location contextual discovery enable mobile device make u efficient eg google place whotpot sxsw,google product service,2
marissa mayer preso sxsw good big ad google fine good expected attendee thought,,1
nothing say douche cake like walking around ipad like iphone sxsw,ipad,0
google play social network circle sxsw link fb need rival even keep toe,google,1
crowley say hard feeling towards google dodgeball experience say would good partner sxsw checkins,google,2
really amazing see many people putting apple note app ipad sxsw,ipad iphone app,0
really amazing see many people putting apple note app ipad sxsw link,ipad iphone app,0
google web fontspretty sxsw tradeshow link,google product service,2
expect mob scene w th st amp congress link sxsw ipad,,1
chrome web store google call html hot tub sxsw steamy hot nerd,google product service,2
sxsw ballroom mention mention one seat reserved fourth row anyone want join htxsw,,1
cool new band alert sxsw check house home google link,,1
miss battelle interview ipad ampsocial medium last week find video link sxsw,,1
apple grabbed tablet mindshare sxsw rim owns one popular event foodspotting link mention,,1
apple grabbed tablet mindshare sxsw rim owns one popular event foodspotting mnbuzz link,apple,2
got bbq iphone sxsw,,1
funny psfk session sponsored microsoft talk apple sxsw,,1
going awesome rt mention gallery original daniel johnston art going tomorrow gsdm google industry party sxsw,,1
going big google get using qampa site hipster youre sxsw link sxsw tech social,,1
interviewed mashable waiting line popup apple store sxsw,,1
line wrapped around block day apple ipad sxsw,,1
see member team carrying one bag sxsw show wolframapp amp get wa iphone case link,,1
see member team bag sxsw show wolfram app amp get wa case iphone link,,1
mention best thing ive heard sxsw quoti gave ipad money japan relief dont need ipad mention mention sxswgood,ipad,0
rt globalbestaward holler gram ipad itunes store link via mention sxswsters great app madebymany,ipad iphone app,2
next big thing hmmm rt mention google launch major new social network called circle possibly today link sxsw,google,2
could biggtgtgoogle launch major new social network called circle possibly today link tech sxsw,,1
mobile hit texas tribune come apple device cor via niran babalola sxsw,,1
aol tmobile launch play android app link via mention sxsw,,1
hey nerdbird crew grab app snap freak pic link sxsw,,1
success blah panel found open outlet charge old ipad sxsw fb,,1
quotable gt rt mention quotapple elegant fascist company americaquot flipboard sxsw,apple,0
mashable ipad take sxsw video ipad sxsw gadget link link,,1
mention blogging ipad note next step hope great time sxsw,ipad,2
somebody write app let consistently type quotshitquot goddamn iphone hey sxsw jump,iphone,0
postfacebook deal beluga get final sxsw tuneup link tc facebook iphone,,1
postfacebook deal beluga get final sxsw tuneup link beluga facebook iphone sxsw,,1
postfacebook deal beluga get final sxsw tuneup link butfacebook fastsociety iphone sxsw,,1
postfacebook deal beluga get final sxsw tuneup link tc beluga facebook iphone sxsw,,1
mention booth sxsw amp great deal going buy juice pack extend iphone battery life,,1
wish amp boomer stop disabling zoom iphone amp ipad apps sxsw yourmom,,1
excited sxsw tomorrow leaving austin see google mention pm still working schedule,google,2
talking bar code use google open source bar code api used device sxsw mobile,,1
talking ipads usefulness developer nerd sxsw,ipad,2
read google circle rumor today sxsw thought let u know liptonsxsw link,,1
ipad unboxing outside sxsw apple store link,,1
redbull bpm dj ipad app powering party sxsw dtas mention republic live link,ipad iphone app,2
left brain search google right brain search x sxsw link sxsw bettersearch,,1
come celebrate austin google gsdampm sxsw hotpot blog link fb sxsw,,1
come celebrate w charity water tonight google throwin party jump start sxsw week right studentsforcleanwaterorgrsvp,google,2
mention brian actually austin doesnt apple store rumor built pop one link sxsw,,1
bring ipad macbook air air startupbus sxsw nyc,,1
last broadcast mom ipad sxsw,,1
want gun bros android want play xperiaplay find mention download card sxsw link,,1
play gun bros xperia play google league event parking lot teamandroid event xperiaplay sunday sxsw mention,,1
google lab fusion table made election day foursquare visualization possible sxsw pr,google product service,2
pubsubhubbub interesting way cache load web server link via mention fsw sxsw,,1
im late finally gsdm google sxsw great surprise b greeted lovely lindsay stillman gon na b good night,google,2
everyone buy mention app new ipad day birth happy happy sxsw gsdm,ipad iphone app,2
buy ipad mention makeshift sxsw apple store launch day fuck respect much wwsxsw,ipad,0
everyone buying ipad feel like dinosaur version blackberry pc sxsw like apple convention sxsw,,1
reminded mention abt value google zeitgeist link sxsw,,1
walk lady bird lake lovely google map travel time trusted sxsw,google product service,0
inspiredbyprint sxsw oh burn comparing ipads skeumorpism magic cap bob,,1
link tc google sxsw marissa mayer google map usage mobile million link,,1
optimistic ohio sxsw google pay per click management link,,1
wicked pic got mention duncan jones got shake hand sxsw link,,1
free music itunes sxsw featured artist link itunes sxsw,,1
awkward jc penneys question asked marissa mayer apparently jc penney location rerouted macys google map sxsw,,1
ironic tee usurped ipad hipstergeekstartup chic fashion item year sxsw,ipad,2
cloud vc post nothing sxsw x startup founder amp ceo gone dark side link tcn,,1
woohoo cc mention mention rt mention apple open popup shop sxsw report link,,1
game logic agency behaviour monkey mind control ogilvy ausxsw podcast sxsw day one link,,1
chris sacca tweet fake sxsw beta invite follower swarm ensues techcrunch chris sacca tweet link apple,,1
chris sacca tweet fake sxsw beta invite follower swarm ensues link,,1
chris sacca tweet fake sxsw beta invite follower swarm ensues link ipad,,1
sxsw macallan formula successful day sxsw good session ipad glass macallan single malt link,ipad,2
knew localmind mention hit getting huge press sxsw reviewed earlier link localmind,,1
mention wait ipad also sale sxsw,ipad,2
mention one shirt say winning rofl angrybirds iphone ipad sxsw,,1
mention make iphone case ttye time sxsw want show support,,1
bisot location mention austin tx usa link sxsw platform killing link,,1
rt nicoriccelli google launch major new social network called circle link sxsw google denies,,1
clear succinct vision make great ux think apple google intuitweve seemed forget heart caringpurpose sxsw rhjrux,,1
opensource geohashing coming soon mention used mention developer called sxsw,,1
liquidspace launch iphone app mobile marketplace workspace sxsw mention link,,1
techcrunch google chris sacca tweet fake sxsw beta invite follower swarm ensues link facebook mention,,1
techcrunch google launchrock vencorps want give k best startup sxsw l link facebook mention,,1
techcrunch google post nothing sxsw editor note guest po link facebook mention,,1
lawn chair perfect keyboard thats dans drummer mist giant sxsw location link link,,1
sxsw enchantment mention quotbright spot apple pagemaker saved apple believe god bc explanation apple survival,apple,1
sxsw enchantment mention quotdo get special treatment apple im standing line apple store right youquot,,1
sxsw enchantment mention quotearly apple day flight h qualifies st classquot quotwhen h start leaving aptquot,,1
sxsw enchantment mention quotits like saying please dont register go googlequot hahah,,1
sxsw enchantment mention quotno one us window voluntarilyquot quotapple greatest collection egomaniac historyquot haha,apple,0
sxsw enchantment mention quotsell dream steve job doesnt say iphone partsatampt made ppl suicidal chinese,iphone,0
sxsw enchantment mention quotwouldnt let apple ii people building building macsquot,,1
apple charger lanyard hack getting rave review monksofinvention sxsw link,,1
mention check new chattingtexting startup coming sxsw link reiphone chat client,,1
mention check rt mention sxsw free app festival explorer find band want see music taste link,ipad iphone app,2
mention check mention awesome dj skill ipad u sxsw,ipad,2
mention check south southwest interactive iphoneipad musthave apps site tool mention link sxsw,ipad iphone app,2
mention check bunch free atx mention unofficial sxsw event list iphoneandroid link,,1
mention check googletv ipad apps connected tv experience link sxsw connectedtv,,1
mention check eventseekr app launching sxsw keep updated party android link iphone app way,android app,2
mention check smyle android web group chat shared location medium whiteboarding thanks sxsw app,android app,2
check quotmistakes made building netflix iphonequot going cool always learn mistake sxsw,ipad iphone app,2
mention check latest stream apple store sxsw link ipad come playsxsw,ipad,2
mention check latest stream apple store sxsw link ipad wait playsxsw,ipad,2
mention check photo feed apple store sxsw link thanks mention mention mention,,1
launched popup apple store sxsw quotvintagequot store format mostly ipod snarky employee ah good old day,apple,0
saveustechies panel sxsw getting great start video surui carbon project google link,google,2
apple schiller white iphone debut spring dont also try sell faster speed cable sxsw link,,1
best tsotchke sxsw farmy iphone almost power powermat gave free fully charged battery link,,1
stupid technology always fail important time sxsw w iphone laptop blackberry thing working pen,iphone,0
congrats chris rt mention sxsw interactive award music category quotwilderness downtownquot mention mention mentione,,1
anna social medium pick week link covering social medium japan ipad sxsw,,1
google social medium rt mention interrupt regularly scheduled sxsw geek programming big news link,,1
google social network circle coming today sxsw link,,1
official everyone sxsw us iphone,,1
official people using ipad take photo look weird sxsw,ipad,0
official well presenting filmaster iphone contest world best mobile apps sxsw link,ipad iphone app,2
official apple store popped sxsw link,,1
official im buying ipad sxsw elevate,ipad,2
google circle sxsw shice via mention link,,1
google circle reveal joint session aclu tonight video doesnt make think link sxsw mention,,1
google circle google latest social venture google circle reportedly wont launched sxsw today link,,1
quotnarcissism amp challenge fb pagesquot link coupled w quotgoogles spam problemquot link explain circle quota bitquot sxsw,,1
pretty excited apple pop store coming sxsw link,apple,2
pretty excited mention ipad session uxdes sxsw,ipad,2
pretty excited iphone stop working sxsw atampt,iphone,0
really excited first panel tapworthy ipad design headache awesome book sxsw gsdm,,1
really excited see documentary something ventured sxsw today rise intel apple genentech cisco amp atari,,1
excited see hl dynamic video ad insertion tv everywhere working ipad later today sxsw popup apple store,ipad,2
fedex truck unloading outside apple popup store sxsw ipad,,1
ipad rock sxsw mention apple pop store link,ipad,2
fedex truck keep arriving tv crew interview people line first ipad sxsw popup apple store link,,1
sxsw rackspace startup program cloud ipad app launched link seo sem cloudcomputing topnews,,1
sxsw rackspace startup program cloud ipad app launched link rackspace sxsw topnews,,1
ackward sitting back ballroom f acc looking left right im nonmacbook ipad oh sxsw,,1
there class war forming sxsw ipad owner v first gen owner,,1
time coffee muffin news reading lenewz sxsw trade show booth behind google,,1
mention come tomorrow get iphone case zazzlesxsw sxsw zazzle sxswi link,,1
come visit milyoni booth right big google sign sxsw link,,1
first computer kid atari kid first computer ipad able couldnt sxsw,ipad,2
crowdbeacon put together guide sxsw link latest update iphone app going sick,ipad iphone app,2
second day business apple popup store appears trending sxsw vb mention apple store sxsw pic link,apple,2
sxsw conf every people mac ipad including happened pc becoming obsolete,,1
sxsw conf everyone mac ipad including happened pc becoming obsolete,ipad,2
mention congrats first ipad sxsw,ipad,2
mention congrats iphone app featured sxsw,ipad iphone app,2
mention congratulation winning android award sxsw,android,2
mention congratulation sent seesmic android phone sxsw,android app,2
apple congress nice rt mention apple set open popup shop core sxsw action link sxsw apple,,1
egyptian content flood quotgoogle put two server web came back upquot sxsw sxswsa,,1
ipad app content need shallow engaging sxsw,,1
trying convince mention watch launch google social network sxsw didnt know going comedy,google product service,0
mention cool mean watch ustream skyfire browser iphone safari doesnt work fun sxsw,iphone,2
could cool rt mention google launch major new social network called circle possibly today link sxsw,google product service,2
eating coolhaus ice cream sandwich google party hmmm happy sxsw,google,2
really could use one tiny macbook air read apple set temporary store sxsw sxsw,apple,2
couple evo v iphone video sxsw link,,1
couple ipad painting exhibited sxsw austin detail gallery show open friday link,,1
google recreated code pacman doodle original bug included sxsw googledoodles,google,1
mention crew ripped android party thanks u droid link sxsw,android,2
want micro usb charger samsung android kindle sxsw starting pay day link snapgoods,,1
data crunch sxsw crippling google voice back regular texting go,google product service,0
new product idea pant built iphone charging dock built pocket sxsw,iphone,2
trueexpect insidious approach like apple subscription rt mention link disgraceful library sxsw,apple,0
bjdproductions apple head sxsw set temporary store austin link tech,,1
bjdproductions apple opening popup store austin sxsw link tech,,1
bjdproductions apple opening popup store austin sxsw geekfest apple link tech,,1
bjdproductions apple save sxsw set open popup store link tech,,1
bjdproductions lightboxphotos want new android camera app sxsw link tech,,1
bjdproductions sxsw apple school marketing expert link tech,,1
bjdproductions even begin apple win sxsw link tech,apple,2
bjdproductions google launch new social network sxsw link tech,,1
link security guard enjoying ipad apple store austin sxsw,ipad,2
medium circus guy walk apple popup store sxsw st ipad austin th amp congress link,,1
sosososo cuteeeeee link thingsthatdontgotogether jalen rose sxsw ipad,,1
google cutts say reputation topicality key matter site ranking qagb sxsw,,1
unimitated fingerprint security scan link itunes ipad style sxsw,ipad,2
would copyright look like created today w mention ceopres floor inc amp william patry sr copyright counsel google sxsw,,1
apple hp popping sxsw setting temp site link austin atx austinbusiness,,1
extra ipad sale austin convention center want one link,,1
tech ipad get temporary applestore sxsw link,ipad,2
also ipad ordered dont stand line wasting valuable fellowship time sxsw,ipad,2
discovered new conversation icebreaker quothey new ipad yes isquot sxsw social,ipad,2
composed tweet acerbic cynical ipad user phone crashed dumped apps twitterpower sxsw imthatgood,ipad,0
google aclu buddiesmention google launch major new social network called circle possibly today link sxsw,,1
wish ipad right last longer phone awkward laptop sxsw,ipad,2
could dangerous rt mention sweetapple listened u temp apple store near sxsw ipad launch link,apple,2
would via mention apple opened popup store austin nerd mention sxsw get new ipads link cnet,,1
google bing meet sxsw lover tiff last month seems disappointingly friendly link,google,0
google bing page rank panel ridiculously crowded al franken justin timberlake sxsw link,google,0
google bing sitting panel dont look like want punch face cc mention sxsw,,1
surrounded tat piercings live music gadget galore yep hipster heaven google gsdm welivehere wepartyhere sxsw,,1
quotipad cleanerquot take two different term sxsw,,1
major ipad design flaw sxsw go ipad app doesnt stay open switch apps ipaddesignheadaches sxsw,ipad iphone app,0
quotipad design headache tablet call morningquot sxsw packed,,1
im headed sxsw hear talk integrated social network dynamic team synergy ive got ipad ready go,ipad,2
bored keynote sxsw use ipad draw picture even good artist link sxswi,ipad,2
sxsw crowd earns k charity playing game pic unusual keynote speech link news sxsw cyber iphone,,1
brand focus rt mention trust zappos likability virgin product apple recipe success mention sxsw,apple,2
brand focus purpose object survive amp succeed google search useful info nike sneaker performance sxsw,google,2
unexpected geekout moment sxsw far talked guy bringing traveller rpg iphone,ipad iphone app,2
lady gentleman mr street rt mention ive meeting im line sxsw popup apple store ipad,,1
stood line minute buy ipads apple popup store apple sxsw ipad austin fuckyeah,ipad,2
sam licked rt mention got ipad sxsw link cc mention,ipad,2
ipad rival stack link bnet biz ipad apple sxsw ipad tablet xoom tech laptop pic sale,,1
free ipad lounge open daily sxsw serving art made ipads local art free coffee mention austin detail link photo,,1
best brand marketing sxsw ge mention solar powered carousel mention rock n roll trailer park apple ipad popup shop,,1
added sxsw flight mention matching people planesairports also downloaded mention iphone app nicely done,ipad iphone app,2
found new mapquest iphone app turnbyturn gps free time check get reacquainted mq sxsw,ipad iphone app,2
probably put away rt mention android party kinda embarrassed iphone sxsw,iphone,0
aha found proof lactation room excuse quotmothers roomquot brought google last year sxsw link,,1
make good sense rt mention apple set open popup shop core sxsw action link via mention sxsw,apple,2
localmind sound awesome location based qampa could incredibly useful link iphone sxsw,iphone,2
sxsw ipad store sold everything except gig wifi white,,1
heard apple opening store downtown austin tomorrow sell ipads sxsw attendee,apple,2
hah found quotpopupquot apple store ipad sale moro gold gym th congress link sxsw,,1
saved sxsw im productive dont get anything done ipad dongle get getm sxswbusy,,1
found back door sxsw apple store ip ftw,,1
almost worst sxsw fail left iphone kitchen counter realized min driving airport,,1
dont need charge sxsw youre talking sun iphone link boom,iphone,1
interested hear different google buzz rt mention get ready word quotcirclesquot trending sxswi sxsw,google product service,2
read tv recap online keep show unread post google reader im completely detached sxsw,,1
interested see google show unveil circle sxsw,,1
android version rt mention mention download mention iphone reserve space sxsw,,1
annoyed sxsw schedule app bad ui ipad finger aint fat yall,ipad iphone app,0
link hear apple opening temporary store sxsw via mention,apple,2
html google booth sxsw link,,1
dont hold breath google circle least sxsw link,,1
stay tuned mention next emergency ipad station sxsw facebook bullying online privacy link,,1
poked liked retweeted google love story alisa icrossing sxsw futurefifteen,,1
ballroom marissagoogle talking cool project obv love google art project sxsw,google,2
packed charging ipad busy dayweekend ahead also need download sxsw apps iphoneipad,ipad iphone app,2
ipad found friend jeff sxsw thanks everyone helped especially mention,ipad,2
packed many apple device alarm set see yall sxsw psyched meet finally many guy,apple,2
shouldshouldnt get ipad discus sxsw,,1
want ipad win link sxsw,ipad,2
download daily grape new app mention iphone take wine shop sxsw,ipad iphone app,2
mention dan die maar doen p rt mention sxsw ipad store sold everything except gig wifi white,,1
dangerous ipad life link jaqueline bojan sxsw,,1
cobra iradar detection system coming android next month link android gps iphone sxsw,android app,2
ipad update online sale start pst est day free shipping fyi sxsw popup store downtown austin apple,,1
mobile update rt mention hoot new blog post hootsuite mobile sxsw update iphone blackberry amp android link,,1
justmet david beyond story guy making drunken ipad purchase apple pop store sxsw whattechnerdsdodrunk,,1
exciting day sxsw day tim ferriss rumor launch google circle later,google product service,2
pie day google booth sxsw mylunch,google,2
musicmonday great time sxsw played white stripe amp secondcrush mention detroit showcase lucy link,,1
happy pi day google doesnt launch circle pi day doesnt exist sxsw,,1
forbidden apple spoiled long live samsung rocking sxsw amp sxswis world,apple,0
dumb blonde link evelyn sxsw juwan howard ipad,,1
woah dude sxsw get branded tattoo exchange ipad really link mention,,1
dude propping ipad urinal time isnt valuable sxsw ewww,,1
made decision id like purchase ipad would perfect sxsw,ipad,2
big idea google leaf nothing left discover link sxsw sxswi,,1
band needed sx podcast link sxsw,,1
decided need ipad usguys sxsw,ipad,2
giving added value location based service need battle checkin fatigue google pnid sxsw,,1
mention definitely yobongo real time chat sxsw going killer link,,1
model one rt mention sxsw quotapple come cool tech one ever heard cuz dont go conferencesquot,apple,2
great ui demo mention mention link xoom sxsw android tech tablet,android,2
watching demo google hotpot people using sxsw,,1
wondering many mention come back sxsw ipad maybe everyone,,1
dude dude check tweet anything w ipad amp naked lady response bot tell simply gaimed one free sxsw,,1
sxsw tradeshow floor engage w multitouch interactive wall take part augmented reality enter win ipad,,1
ipad design panel hilton salon j filling quickly surprise tapworthy sxsw,,1
ipad design panel hilton salon j filling quickly surprise tapworthy sxsw fun ipad,ipad,2
android dev meetup mostly ppl looking devs good skill learn havent already sxsw mccannsxsw,android,2
possible dvoilement au sxsw rt mention google launch major new social network called circle possibly today link,,1
sxsw predicts grouptexting nextbig thing fast society come android amp update iphone app link via mention,,1
mention austin mention sxsw link,,1
mention find hour apple store im curious sxsw,,1
mention hear rumor might special apple popup store sxsw specifically ipad launch,,1
mention see tweet reipad sold sxsw,,1
mention see apple opening temporary store sxsw ipad launch maybe transfer,,1
mention snag ipad yesterday thought far sxsw,,1
n spreading disease link code valid p infektd sxsw necro,,1
intending bring trusty backpack upcoming trip sxsw number ipad im helping buy back e posible,,1
who heading popup apple store today anyone know time sale start sxsw sxswk,,1
mention direct shot mention offering reward checkins latitude starting austin sxsw link,,1
bit disappointed two ipad talk many overlapping example sxsw,apple,0
mention discussing salsa ingredient mention mention industry party sxsw welivehere gsdm,,1
mention discussing salsa ingredient mention mention industry party sxsw welivehere gsdm link,,1
quotcredit card company know accuracy yr youre going get divorcedquot mention sxsw link,,1
ipad dj need one tuesday douche bag need apply sxsw,,1
almost didnt bring ipad sxsw bc st gen lunch wondering sxsw hipster uniform year fb,,1
hope u didnt jinx mention nice mention iphone app behaving today crash yesterday ridiculous sxsw,ipad iphone app,2
thank goodness ran ipad dont worry giving buying one popup apple store sxsw,ipad,2
mention get bonus point collect color glow dark google cup googlekillsit sxsw,,1
quotwe want undivided attention please take mobile phone ipad squot mention sxsw leanstartup,,1
improve website ranking advice google bing sxsw link,,1
mention iphone price point make even explosion carrier work plan sxsw bolinsxsw,,1
mention doh share pic update ipad since im sxsw youll mail shirt,,1
mention better boy bed amp downloading realty tv ipad trip sxsw thurs thanks,,1
fest tipdont iphone doucheput away phone talk fellow festgoers line etcall good people love film sxsw,iphone,0
z lead dont follow link code valid p infektd sxsw zlf,,1
mention dont miss qampa google mention amp bings mention ranking sxsw sessi mon pmpart smx,,1
got android party sxsw androidsxsw here painting time blahzay link,,1
counting day sxsw plus strong canadian dollar mean stock apple gear,apple,2
countdown sxsw begun mention pick quotfried speakersquot itunes link,,1
mention download mention iphone reserve space meet mingle escape sxsw go tosxswmyturnstonecom,,1
drink called alan turing making lego robot oh google sxsw mention speakeasy link,google,2
apple driving quotconsumerizationquot empowered sxsw,apple,2
native android io dev newest version mention flash sxswadobemobile sxsw,,1
android party kinda embarrassed iphone sxsw,iphone,0
friend sxswi new blog post hootsuite mobile sxsw update iphone blackberry amp android link,,1
picplz add photo collection border link android apple iphone itunes sxsw,,1
apple head sxsw set temporary store austin link,,1
apple head sxsw set temporary store austin link news sxsw,,1
apple head sxsw set temporary store austin link apple ipad rancewilemon sxsw whetherapple,,1
one lone dude awaits ipad apple sxsw store apple likely expected bigger crowd forming south link,,1
one lone dude awaits ipad apple sxsw store apple likely expected bigger crowd link,,1
one lone dude awaits ipad apple sxsw store link apple ipad sxsw tablet,,1
mention dude there earthquake tsunami ipad sxsw get,,1
schedule heavier laptop wheres ipad already sxsw,ipad,2
sxsw hardware ipad rickshaw bag lunatik incase iphone battery pak flip nike bose bud sprint mifi link,,1
kinda giddy theindustryparty google amp gsdm finally fun come u non swsurrogates sxsw notpouting,google,2
google body beta uber sxsw healthdev cool,google product service,2
ready mention magic happens mention u use zazzlesxsw hashtag create iphone case sxsw,,1
anybody get sxsw mobile apps work ive downloaded android iphone blackberry get stuck downloading startup,ipad iphone app,0
im already jealous mention apple popup store sxsw link gonnagetanipad,apple,2
already tell brought as pillow iphone backup charger sxsw numbassonfloor,iphone,2
anybody tell apple store sxsw white gb ipad verizon stock saturday,,1
google body mention share patient amp physician wow sharing data amp interactive anatomy sxswh hcinno sxsw sxswi,,1
taking ipad plunge sxsw popup store congress keepingupwithdkm,,1
sxsw waze link duking google personalized mapping experience friendly quotpanel crashingquot,,1
find mention playing sxsw eventseekr app android got u link,android app,2
see mention quotleft brain search google right brain search xquot panel sxsw bettersearch,google,2
srsly love mention mention promo mention srsly hate excludes mention esp since ipad insists im disney sxsw,ipad,0
google aclu party tonight sxsw best thing ever apparently spazmatics franchised band rock,google,2
really quotgoogle mequot going called quotcirclequot hmm see later today sxsw,,1
whats buzz billing entrepreneur win tech award sxsw mention link via mention technology,,1
new google circle would nuanced sharing butgoogle say launch imminent link later today sxsw,,1
dgtltribe sxsw openbeta ipad giveaway fantastic going squeeze,ipad,2
service sxsw attendee apple open popup ipad store austin scarbrough building congress avenue,,1
loving music aclu google party sxsw,google,2
sure total scene rt mention spoke austin apple store cautiously optimistic nerd sxsw,apple,2
rt mention setting temp store sxsw sell ipad crazybrilliantconvenient link sxswi,,1
one minute ago guy spoke outside apple popup austin store would got hand ipad waited since sxsw,,1
add google alert project amazing thing happensxsw,google product service,2
hbd donated dime rt mention everyone coming sxsw friendly reminder ipad friday amp birthday saturday,,1
look like apps sxsw iphone blackberry blackberry link rt mention,iphone,2
even use iphone rt mention evidence sxsw might well call country united state apple sxswsa,iphone,2
test drive xperia play mention mention detail link least android sxsw,,1
google analytics dfp expert sxsw would love insight managing dfp campaign ad managementmeasurement dm hisxsw,google,2
sxsw free app festival explorer help find band want see based music taste link,,1
new iphone app mention called dailygrape replacing winelibrary tv mobile content amp video help make wine choice sxsw,,1
ellen page appearance reduced mention iphone call heart broken sxsw super,,1
liking apple popup store sixth street congress avenue mention sxsw,apple,2
omg probably people session already ipad sxsw,,1
fail whale artist mention living ipad sxsw link,ipad,2
wont sxsw wont line buy ipad tomorrow notwinning,ipad,I can't tell
im unique sxsw im one w iphone g others follower iphone winning,,1
sxsw stop austin detail gallery check ipad art link art,,1
sxsw youll need qr code app iphone read vcards get qrafter gt link qrcode,,1
line sxsw longer temp apple store ipad microsoft booth ie yeah right,apple,2
short line apple pop store austin people ipad sxsw link,apple,2
whoa line pop apple store downtown austin ipad midnight madness sxsw link,ipad,2
attending sxsw please bring old mobile phone hope phone project link mention,,1
new iphone autocorrect already tried change quotcoworkersquot quotvisigothsquot going long five day sxsw,iphone,0
slide available mention site mention touchingstories preso link sxsw,,1
im barton creek apple storethe popup store open friday wa new shipment ipad sxsw,,1
ah iphone battery fully recharged courtesy mention charge anywhere find mention sxsw amp charge fly,,1
iphone battery made mention sxsw,iphone,0
two day last month mobile usage google map higher desktop marissa mayer sxsw,,1
whats best ipad app offline viewing sxsw program,,1
one best photo apps iphone hipstamatic getting apps sxsw hipstamatic link,ipad iphone app,2
whats best site registeringviewing unofficial sxsw event want publicize nonsxswi archive event link,,1
better living cloud computing sxsw session john wiley google bettercloud,,1
better living cloud computing sxsw session john wiley google bettercloudlink link,,1
smartphone breakdown sxsw unofficial iphones android blackberry symbian window,,1
smart move apple opening popup store ipad launch downtown austin sxsw link,apple,2
foursquare ceo mention sounded openminded big partnership google ie acquisition sxsw wallstreet,,1
sxsw e cesar chavez st austin texas link sxsw,,1
sweet convore iphone app ready sxsw link,ipad iphone app,2
guy couch playing white ipad mashbash party around making statement dammit sxsw,ipad,2
yes apple design win rt mention new isack soo cool sxsw link,apple,2
iphone developer meetup packed sxsw,,1
google social may shortly find rt mention google launch major new social network called circle sxsw link,,1
sxsw five face buried iphone social apps standing baryet great time wouldnt believe hadnt lived,,1
apple fanboy bought ipad sweeeet sxsw special apple popup store,ipad,2
hey apple fan get peek space thats slated popup sxsw apple store tomorrow link,apple,2
new circle game rt mention mention google try launch new social network called circle link sxsw,google product service,0
google get social texas link sxsw google,,1
google get social texas link chrismessina facebook google googlecircles sxsw twitter,,1
anyone going sxsw first time free lonely planet austin guide iphone tinyurlcomgjmypj,,1
going sxsw youll need qr code app iphone read vcards get qrafter gt link qrcode,,1
going foot sxsw dont forget stop newest apple store austin link,apple,2
one google doodle guy wacky powerglove thing want play sxsw link,,1
look like google publicly denying quotcirclesquot presented sxsw today,,1
average google map see user come mobile device becoming connected mention sxsw donline dk,,1
im google party mention rock sxsw,google,2
here guy bought first ipad sxsw popup store hope register thoora beta link,ipad,2
heading sxsw make sure mention holler gram link,,1
xwave headset actually control iphone apps brain sxswnui gsdm sxsw,ipad iphone app,2
man hipster getting crazy google party sxsw link,google,2
new update hootsuite mobile sxsw update iphone blackberry amp android link,,1
apple hope didnt notice ipad link sxsw sxswi technology mobile prodmktg,ipad,0
inevitable huge line ipads austin apple store sxsw link,,1
look like hour late getting ipad sxsw sadpanda,ipad,1
